,secID,ticker,exchangeCD,secShortName,tradeDate,listStatusCD,currencyCD,dailyReturnReinv,dailyReturnNoReinv,isChgPctl
570,600184.XSHG,600184,XSHG,光电股份,2015-02-27,L,CNY,0.008892,0.008892,0
571,600185.XSHG,600185,XSHG,格力地产,2015-02-27,L,CNY,-0.018376,-0.018376,0
572,600186.XSHG,600186,XSHG,*ST莲花,2015-02-27,L,CNY,0.0,0.0,0
573,600187.XSHG,600187,XSHG,国中水务,2015-02-27,L,CNY,-0.011035,-0.011035,0
574,600188.XSHG,600188,XSHG,兖州煤业,2015-02-27,L,CNY,0.006134,0.006134,0
575,600189.XSHG,600189,XSHG,吉林森工,2015-02-27,S,CNY,,,0
576,600190.XSHG,600190,XSHG,锦州港,2015-02-27,L,CNY,-0.003617,-0.003617,0
577,600191.XSHG,600191,XSHG,华资实业,2015-02-27,L,CNY,-0.007165,-0.007165,0
578,600192.XSHG,600192,XSHG,长城电工,2015-02-27,L,CNY,0.001823,0.001823,0
579,600193.XSHG,600193,XSHG,ST创兴,2015-02-27,L,CNY,-0.011659,-0.011659,0
580,600195.XSHG,600195,XSHG,中牧股份,2015-02-27,L,CNY,-0.007982,-0.007982,0
581,600196.XSHG,600196,XSHG,复星医药,2015-02-27,L,CNY,-0.001323,-0.001323,0
582,600197.XSHG,600197,XSHG,伊力特,2015-02-27,L,CNY,0.01086,0.01086,0
583,600198.XSHG,600198,XSHG,大唐电信,2015-02-27,L,CNY,0.035023,0.035023,0
584,600199.XSHG,600199,XSHG,金种子酒,2015-02-27,L,CNY,0.01173,0.01173,0
585,600200.XSHG,600200,XSHG,江苏吴中,2015-02-27,L,CNY,-0.012364,-0.012364,0
586,600201.XSHG,600201,XSHG,生物股份,2015-02-27,L,CNY,0.000198,0.000198,0
587,600202.XSHG,600202,XSHG,哈空调,2015-02-27,L,CNY,-0.001283,-0.001283,0
588,600203.XSHG,600203,XSHG,福日电子,2015-02-27,S,CNY,,,0
589,600206.XSHG,600206,XSHG,有研新材,2015-02-27,L,CNY,0.013479,0.013479,0
590,600207.XSHG,600207,XSHG,安彩高科,2015-02-27,S,CNY,,,0
591,600208.XSHG,600208,XSHG,新湖中宝,2015-02-27,L,CNY,-0.019608,-0.019608,0
592,600209.XSHG,600209,XSHG,ST罗顿,2015-02-27,L,CNY,0.029732,0.029732,0
593,600210.XSHG,600210,XSHG,紫江企业,2015-02-27,L,CNY,0.0,0.0,0
594,600211.XSHG,600211,XSHG,西藏药业,2015-02-27,L,CNY,0.000774,0.000774,0
595,600212.XSHG,600212,XSHG,江泉实业,2015-02-27,S,CNY,,,0
596,600213.XSHG,600213,XSHG,亚星客车,2015-02-27,L,CNY,-0.004152,-0.004152,0
597,600215.XSHG,600215,XSHG,长春经开,2015-02-27,L,CNY,-0.0064,-0.0064,0
598,600216.XSHG,600216,XSHG,浙江医药,2015-02-27,L,CNY,-0.003634,-0.003634,0
599,600217.XSHG,600217,XSHG,中再资环,2015-02-27,L,CNY,-0.016636,-0.016636,0
600,600218.XSHG,600218,XSHG,全柴动力,2015-02-27,L,CNY,0.016241,0.016241,0
601,600219.XSHG,600219,XSHG,南山铝业,2015-02-27,L,CNY,-0.017205,-0.017205,0
602,600220.XSHG,600220,XSHG,江苏阳光,2015-02-27,L,CNY,0.007556,0.007556,0
603,600221.XSHG,600221,XSHG,海航控股,2015-02-27,L,CNY,0.003115,0.003115,0
604,600222.XSHG,600222,XSHG,太龙药业,2015-02-27,L,CNY,0.011152,0.011152,0
605,600223.XSHG,600223,XSHG,鲁商置业,2015-02-27,L,CNY,0.0,0.0,0
606,600225.XSHG,600225,XSHG,天津松江,2015-02-27,L,CNY,0.029562,0.029562,0
607,600226.XSHG,600226,XSHG,瀚叶股份,2015-02-27,L,CNY,0.012765,0.012765,0
608,600227.XSHG,600227,XSHG,圣济堂,2015-02-27,L,CNY,0.001821,0.001821,0
609,600228.XSHG,600228,XSHG,ST昌九,2015-02-27,L,CNY,0.010946,0.010946,0
610,600229.XSHG,600229,XSHG,城市传媒,2015-02-27,L,CNY,-0.002486,-0.002486,0
611,600230.XSHG,600230,XSHG,沧州大化,2015-02-27,L,CNY,-0.003224,-0.003224,0
612,600231.XSHG,600231,XSHG,凌钢股份,2015-02-27,L,CNY,0.043715,0.043715,0
613,600232.XSHG,600232,XSHG,金鹰股份,2015-02-27,S,CNY,,,0
614,600233.XSHG,600233,XSHG,圆通速递,2015-02-27,L,CNY,-0.000789,-0.000789,0
615,600234.XSHG,600234,XSHG,*ST山水,2015-02-27,L,CNY,0.029542,0.029542,0
616,600235.XSHG,600235,XSHG,民丰特纸,2015-02-27,L,CNY,0.002518,0.002518,0
617,600236.XSHG,600236,XSHG,桂冠电力,2015-02-27,L,CNY,0.023952,0.023952,0
618,600237.XSHG,600237,XSHG,铜峰电子,2015-02-27,L,CNY,-0.002774,-0.002774,0
619,600238.XSHG,600238,XSHG,ST椰岛,2015-02-27,S,CNY,,,0
620,600239.XSHG,600239,XSHG,云南城投,2015-02-27,L,CNY,0.017518,0.017518,0
621,600240.XSHG,600240,XSHG,*ST华业,2015-02-27,L,CNY,-0.012026,-0.012026,0
622,600241.XSHG,600241,XSHG,时代万恒,2015-02-27,L,CNY,0.012448,0.012448,0
623,600242.XSHG,600242,XSHG,中昌数据,2015-02-27,L,CNY,0.022093,0.022093,0
624,600243.XSHG,600243,XSHG,青海华鼎,2015-02-27,L,CNY,0.007001,0.007001,0
625,600246.XSHG,600246,XSHG,万通地产,2015-02-27,S,CNY,,,0
626,600247.XSHG,600247,XSHG,ST成城,2015-02-27,L,CNY,0.019145,0.019145,0
627,600248.XSHG,600248,XSHG,延长化建,2015-02-27,L,CNY,-0.00627,-0.00627,0
628,600249.XSHG,600249,XSHG,两面针,2015-02-27,L,CNY,0.0,0.0,0
629,600250.XSHG,600250,XSHG,南纺股份,2015-02-27,S,CNY,,,0
630,600251.XSHG,600251,XSHG,冠农股份,2015-02-27,L,CNY,0.001041,0.001041,0
631,600252.XSHG,600252,XSHG,中恒集团,2015-02-27,L,CNY,-0.000609,-0.000609,0
632,600255.XSHG,600255,XSHG,梦舟股份,2015-02-27,L,CNY,-0.00178,-0.00178,0
633,600256.XSHG,600256,XSHG,广汇能源,2015-02-27,L,CNY,-0.006969,-0.006969,0
634,600257.XSHG,600257,XSHG,大湖股份,2015-02-27,L,CNY,0.003826,0.003826,0
635,600258.XSHG,600258,XSHG,首旅酒店,2015-02-27,L,CNY,0.011841,0.011841,0
636,600259.XSHG,600259,XSHG,广晟有色,2015-02-27,L,CNY,0.00509,0.00509,0
637,600260.XSHG,600260,XSHG,凯乐科技,2015-02-27,L,CNY,0.031135,0.031135,0
638,600261.XSHG,600261,XSHG,阳光照明,2015-02-27,L,CNY,-0.003119,-0.003119,0
639,600262.XSHG,600262,XSHG,北方股份,2015-02-27,L,CNY,0.030534,0.030534,0
640,600265.XSHG,600265,XSHG,ST景谷,2015-02-27,L,CNY,0.007111,0.007111,0
641,600266.XSHG,600266,XSHG,北京城建,2015-02-27,L,CNY,-0.0111,-0.0111,0
642,600267.XSHG,600267,XSHG,海正药业,2015-02-27,L,CNY,-0.007191,-0.007191,0
643,600268.XSHG,600268,XSHG,国电南自,2015-02-27,L,CNY,-0.007169,-0.007169,0
644,600269.XSHG,600269,XSHG,赣粤高速,2015-02-27,L,CNY,-0.002106,-0.002106,0
645,600271.XSHG,600271,XSHG,航天信息,2015-02-27,L,CNY,0.025641,0.025641,0
646,600272.XSHG,600272,XSHG,开开实业,2015-02-27,L,CNY,0.035127,0.035127,0
647,600273.XSHG,600273,XSHG,嘉化能源,2015-02-27,L,CNY,0.003338,0.003338,0
648,600275.XSHG,600275,XSHG,ST昌鱼,2015-02-27,L,CNY,0.040322,0.040322,0
649,600276.XSHG,600276,XSHG,恒瑞医药,2015-02-27,L,CNY,-0.010785,-0.010785,0
650,600277.XSHG,600277,XSHG,亿利洁能,2015-02-27,L,CNY,-0.002289,-0.002289,0
651,600278.XSHG,600278,XSHG,东方创业,2015-02-27,L,CNY,-0.015615,-0.015615,0
652,600279.XSHG,600279,XSHG,重庆港九,2015-02-27,L,CNY,0.002022,0.002022,0
653,600280.XSHG,600280,XSHG,中央商场,2015-02-27,L,CNY,-0.005066,-0.005066,0
654,600281.XSHG,600281,XSHG,太化股份,2015-02-27,L,CNY,-0.004367,-0.004367,0
655,600282.XSHG,600282,XSHG,南钢股份,2015-02-27,L,CNY,0.020172,0.020172,0
656,600283.XSHG,600283,XSHG,钱江水利,2015-02-27,L,CNY,0.002017,0.002017,0
657,600284.XSHG,600284,XSHG,浦东建设,2015-02-27,L,CNY,0.010572,0.010572,0
658,600285.XSHG,600285,XSHG,羚锐制药,2015-02-27,L,CNY,-0.016539,-0.016539,0
659,600287.XSHG,600287,XSHG,江苏舜天,2015-02-27,L,CNY,0.011424,0.011424,0
660,600288.XSHG,600288,XSHG,大恒科技,2015-02-27,L,CNY,0.008992,0.008992,0
661,600289.XSHG,600289,XSHG,*ST信通,2015-02-27,L,CNY,0.041981,0.041981,0
662,600290.XSHG,600290,XSHG,华仪电气,2015-02-27,L,CNY,0.011892,0.011892,0
663,600291.XSHG,600291,XSHG,西水股份,2015-02-27,L,CNY,-0.009273,-0.009273,0
664,600292.XSHG,600292,XSHG,远达环保,2015-02-27,L,CNY,0.006573,0.006573,0
665,600293.XSHG,600293,XSHG,三峡新材,2015-02-27,S,CNY,,,0
666,600295.XSHG,600295,XSHG,鄂尔多斯,2015-02-27,L,CNY,-0.006336,-0.006336,0
667,600297.XSHG,600297,XSHG,广汇汽车,2015-02-27,L,CNY,-0.009133,-0.009133,0
668,600298.XSHG,600298,XSHG,安琪酵母,2015-02-27,L,CNY,0.0,0.0,0
669,600299.XSHG,600299,XSHG,安迪苏,2015-02-27,L,CNY,0.045685,0.045685,0
670,600300.XSHG,600300,XSHG,维维股份,2015-02-27,L,CNY,0.0,0.0,0
671,600301.XSHG,600301,XSHG,ST南化,2015-02-27,L,CNY,-0.016737,-0.016737,0
672,600302.XSHG,600302,XSHG,标准股份,2015-02-27,L,CNY,-0.006196,-0.006196,0
673,600303.XSHG,600303,XSHG,曙光股份,2015-02-27,L,CNY,0.100352,0.100352,0
674,600305.XSHG,600305,XSHG,恒顺醋业,2015-02-27,L,CNY,0.004709,0.004709,0
675,600306.XSHG,600306,XSHG,商业城,2015-02-27,L,CNY,0.032142,0.032142,0
676,600307.XSHG,600307,XSHG,酒钢宏兴,2015-02-27,L,CNY,0.002512,0.002512,0
677,600308.XSHG,600308,XSHG,华泰股份,2015-02-27,L,CNY,0.030905,0.030905,0
678,600309.XSHG,600309,XSHG,万华化学,2015-02-27,L,CNY,0.016728,0.016728,0
679,600310.XSHG,600310,XSHG,桂东电力,2015-02-27,L,CNY,-0.000564,-0.000564,0
680,600311.XSHG,600311,XSHG,荣华实业,2015-02-27,L,CNY,0.00909,0.00909,0
681,600312.XSHG,600312,XSHG,平高电气,2015-02-27,L,CNY,0.053552,0.053552,0
682,600313.XSHG,600313,XSHG,农发种业,2015-02-27,L,CNY,0.093203,0.093203,0
683,600315.XSHG,600315,XSHG,上海家化,2015-02-27,L,CNY,0.001841,0.001841,0
684,600316.XSHG,600316,XSHG,洪都航空,2015-02-27,L,CNY,0.027095,0.027095,0
685,600317.XSHG,600317,XSHG,营口港,2015-02-27,L,CNY,-0.002,-0.002,0
686,600318.XSHG,600318,XSHG,新力金融,2015-02-27,L,CNY,0.10024,0.10024,0
687,600319.XSHG,600319,XSHG,亚星化学,2015-02-27,L,CNY,0.048387,0.048387,0
688,600320.XSHG,600320,XSHG,振华重工,2015-02-27,L,CNY,-0.012103,-0.012103,0
689,600321.XSHG,600321,XSHG,ST正源,2015-02-27,L,CNY,-0.005306,-0.005306,0
690,600322.XSHG,600322,XSHG,天房发展,2015-02-27,L,CNY,0.013483,0.013483,0
691,600323.XSHG,600323,XSHG,瀚蓝环境,2015-02-27,L,CNY,0.0,0.0,0
692,600325.XSHG,600325,XSHG,华发股份,2015-02-27,L,CNY,-0.003797,-0.003797,0
693,600326.XSHG,600326,XSHG,西藏天路,2015-02-27,L,CNY,0.005347,0.005347,0
694,600327.XSHG,600327,XSHG,大东方,2015-02-27,L,CNY,0.005069,0.005069,0
695,600328.XSHG,600328,XSHG,兰太实业,2015-02-27,L,CNY,0.003887,0.003887,0
696,600329.XSHG,600329,XSHG,中新药业,2015-02-27,L,CNY,-0.010272,-0.010272,0
697,600330.XSHG,600330,XSHG,天通股份,2015-02-27,L,CNY,-0.008015,-0.008015,0
698,600331.XSHG,600331,XSHG,宏达股份,2015-02-27,L,CNY,0.0,0.0,0
699,600332.XSHG,600332,XSHG,白云山,2015-02-27,L,CNY,-0.014841,-0.014841,0
700,600333.XSHG,600333,XSHG,长春燃气,2015-02-27,L,CNY,0.0,0.0,0
701,600335.XSHG,600335,XSHG,国机汽车,2015-02-27,L,CNY,0.03185,0.03185,0
702,600336.XSHG,600336,XSHG,澳柯玛,2015-02-27,L,CNY,0.015126,0.015126,0
703,600337.XSHG,600337,XSHG,美克家居,2015-02-27,L,CNY,-0.006634,-0.006634,0
704,600338.XSHG,600338,XSHG,西藏珠峰,2015-02-27,L,CNY,0.049212,0.049212,0
705,600339.XSHG,600339,XSHG,中油工程,2015-02-27,L,CNY,0.0,0.0,0
706,600340.XSHG,600340,XSHG,华夏幸福,2015-02-27,L,CNY,-0.009837,-0.009837,0
707,600343.XSHG,600343,XSHG,航天动力,2015-02-27,L,CNY,0.044559,0.044559,0
708,600345.XSHG,600345,XSHG,长江通信,2015-02-27,L,CNY,0.012582,0.012582,0
709,600346.XSHG,600346,XSHG,恒力股份,2015-02-27,L,CNY,0.001088,0.001088,0
710,600348.XSHG,600348,XSHG,阳泉煤业,2015-02-27,L,CNY,0.002341,0.002341,0
711,600350.XSHG,600350,XSHG,山东高速,2015-02-27,L,CNY,0.010183,0.010183,0
712,600351.XSHG,600351,XSHG,亚宝药业,2015-02-27,S,CNY,,,0
713,600352.XSHG,600352,XSHG,浙江龙盛,2015-02-27,L,CNY,0.002028,0.002028,0
714,600353.XSHG,600353,XSHG,旭光股份,2015-02-27,L,CNY,0.018181,0.018181,0
715,600354.XSHG,600354,XSHG,敦煌种业,2015-02-27,L,CNY,0.002314,0.002314,0
716,600355.XSHG,600355,XSHG,精伦电子,2015-02-27,L,CNY,0.005928,0.005928,0
717,600356.XSHG,600356,XSHG,恒丰纸业,2015-02-27,L,CNY,0.009302,0.009302,0
718,600358.XSHG,600358,XSHG,国旅联合,2015-02-27,L,CNY,-0.016754,-0.016754,0
719,600359.XSHG,600359,XSHG,新农开发,2015-02-27,L,CNY,0.010045,0.010045,0
720,600360.XSHG,600360,XSHG,华微电子,2015-02-27,L,CNY,0.005545,0.005545,0
721,600361.XSHG,600361,XSHG,华联综超,2015-02-27,L,CNY,-0.010145,-0.010145,0
722,600362.XSHG,600362,XSHG,江西铜业,2015-02-27,L,CNY,-0.006598,-0.006598,0
723,600363.XSHG,600363,XSHG,联创光电,2015-02-27,L,CNY,0.0,0.0,0
724,600365.XSHG,600365,XSHG,通葡股份,2015-02-27,L,CNY,0.041083,0.041083,0
725,600366.XSHG,600366,XSHG,宁波韵升,2015-02-27,L,CNY,-0.005058,-0.005058,0
726,600367.XSHG,600367,XSHG,红星发展,2015-02-27,L,CNY,0.013432,0.013432,0
727,600368.XSHG,600368,XSHG,五洲交通,2015-02-27,L,CNY,0.100519,0.100519,0
728,600369.XSHG,600369,XSHG,西南证券,2015-02-27,L,CNY,-0.004114,-0.004114,0
729,600370.XSHG,600370,XSHG,三房巷,2015-02-27,L,CNY,0.014666,0.014666,0
730,600371.XSHG,600371,XSHG,万向德农,2015-02-27,L,CNY,0.011263,0.011263,0
731,600372.XSHG,600372,XSHG,中航电子,2015-02-27,L,CNY,0.023911,0.023911,0
732,600373.XSHG,600373,XSHG,中文传媒,2015-02-27,L,CNY,0.034956,0.034956,0
733,600375.XSHG,600375,XSHG,华菱星马,2015-02-27,L,CNY,0.001787,0.001787,0
734,600376.XSHG,600376,XSHG,首开股份,2015-02-27,L,CNY,-0.014479,-0.014479,0
735,600377.XSHG,600377,XSHG,宁沪高速,2015-02-27,L,CNY,0.001392,0.001392,0
736,600378.XSHG,600378,XSHG,天科股份,2015-02-27,L,CNY,-0.008125,-0.008125,0
737,600379.XSHG,600379,XSHG,宝光股份,2015-02-27,L,CNY,0.0,0.0,0
738,600380.XSHG,600380,XSHG,健康元,2015-02-27,L,CNY,0.017361,0.017361,0
739,600381.XSHG,600381,XSHG,青海春天,2015-02-27,L,CNY,0.009747,0.009747,0
740,600382.XSHG,600382,XSHG,广东明珠,2015-02-27,L,CNY,0.002569,0.002569,0
741,600383.XSHG,600383,XSHG,金地集团,2015-02-27,L,CNY,0.002116,0.002116,0
742,600385.XSHG,600385,XSHG,*ST金泰,2015-02-27,L,CNY,0.019108,0.019108,0
743,600386.XSHG,600386,XSHG,北巴传媒,2015-02-27,L,CNY,0.008216,0.008216,0
744,600387.XSHG,600387,XSHG,海越能源,2015-02-27,L,CNY,0.008086,0.008086,0
745,600388.XSHG,600388,XSHG,龙净环保,2015-02-27,L,CNY,0.010457,0.010457,0
746,600389.XSHG,600389,XSHG,江山股份,2015-02-27,L,CNY,0.001926,0.001926,0
747,600390.XSHG,600390,XSHG,五矿资本,2015-02-27,L,CNY,0.003961,0.003961,0
748,600391.XSHG,600391,XSHG,航发科技,2015-02-27,L,CNY,0.026991,0.026991,0
749,600392.XSHG,600392,XSHG,盛和资源,2015-02-27,L,CNY,-0.004597,-0.004597,0
750,600393.XSHG,600393,XSHG,粤泰股份,2015-02-27,L,CNY,-0.003862,-0.003862,0
751,600395.XSHG,600395,XSHG,盘江股份,2015-02-27,L,CNY,-0.007881,-0.007881,0
752,600396.XSHG,600396,XSHG,*ST金山,2015-02-27,L,CNY,0.014308,0.014308,0
753,600397.XSHG,600397,XSHG,安源煤业,2015-02-27,L,CNY,-0.005396,-0.005396,0
754,600398.XSHG,600398,XSHG,海澜之家,2015-02-27,L,CNY,0.0623,0.0623,0
755,600399.XSHG,600399,XSHG,ST抚钢,2015-02-27,L,CNY,0.024837,0.024837,0
756,600400.XSHG,600400,XSHG,红豆股份,2015-02-27,L,CNY,0.020833,0.020833,0
757,600401.XSHG,600401,XSHG,退市海润,2015-02-27,L,CNY,0.019867,0.019867,0
758,600403.XSHG,600403,XSHG,大有能源,2015-02-27,L,CNY,-0.003226,-0.003226,0
759,600405.XSHG,600405,XSHG,动力源,2015-02-27,L,CNY,-0.00266,-0.00266,0
760,600406.XSHG,600406,XSHG,国电南瑞,2015-02-27,L,CNY,-0.001225,-0.001225,0
761,600408.XSHG,600408,XSHG,ST安泰,2015-02-27,L,CNY,0.008379,0.008379,0
762,600409.XSHG,600409,XSHG,三友化工,2015-02-27,L,CNY,0.007471,0.007471,0
763,600410.XSHG,600410,XSHG,华胜天成,2015-02-27,L,CNY,0.005392,0.005392,0
764,600415.XSHG,600415,XSHG,小商品城,2015-02-27,L,CNY,-0.012009,-0.012009,0
765,600416.XSHG,600416,XSHG,湘电股份,2015-02-27,L,CNY,0.028781,0.028781,0
766,600418.XSHG,600418,XSHG,江淮汽车,2015-02-27,L,CNY,0.005544,0.005544,0
767,600419.XSHG,600419,XSHG,天润乳业,2015-02-27,L,CNY,0.014875,0.014875,0
768,600420.XSHG,600420,XSHG,现代制药,2015-02-27,L,CNY,-0.01573,-0.01573,0
769,600421.XSHG,600421,XSHG,*ST仰帆,2015-02-27,L,CNY,-0.008155,-0.008155,0
770,600422.XSHG,600422,XSHG,昆药集团,2015-02-27,L,CNY,0.001865,0.001865,0
771,600423.XSHG,600423,XSHG,*ST柳化,2015-02-27,S,CNY,,,0
772,600425.XSHG,600425,XSHG,青松建化,2015-02-27,L,CNY,0.0,0.0,0
773,600426.XSHG,600426,XSHG,华鲁恒升,2015-02-27,L,CNY,-0.007306,-0.007306,0
774,600428.XSHG,600428,XSHG,中远海特,2015-02-27,L,CNY,0.004636,0.004636,0
775,600429.XSHG,600429,XSHG,三元股份,2015-02-27,L,CNY,-0.017472,-0.017472,0
776,600433.XSHG,600433,XSHG,冠豪高新,2015-02-27,L,CNY,-0.001289,-0.001289,0
777,600435.XSHG,600435,XSHG,北方导航,2015-02-27,L,CNY,0.018376,0.018376,0
778,600436.XSHG,600436,XSHG,片仔癀,2015-02-27,L,CNY,0.002903,0.002903,0
779,600438.XSHG,600438,XSHG,通威股份,2015-02-27,S,CNY,,,0
780,600439.XSHG,600439,XSHG,瑞贝卡,2015-02-27,L,CNY,0.00594,0.00594,0
781,600444.XSHG,600444,XSHG,国机通用,2015-02-27,L,CNY,-0.009152,-0.009152,0
782,600446.XSHG,600446,XSHG,金证股份,2015-02-27,L,CNY,0.020967,0.020967,0
783,600448.XSHG,600448,XSHG,华纺股份,2015-02-27,L,CNY,0.00282,0.00282,0
784,600449.XSHG,600449,XSHG,宁夏建材,2015-02-27,L,CNY,-0.001706,-0.001706,0
785,600452.XSHG,600452,XSHG,涪陵电力,2015-02-27,L,CNY,0.013914,0.013914,0
786,600455.XSHG,600455,XSHG,博通股份,2015-02-27,L,CNY,0.006226,0.006226,0
787,600456.XSHG,600456,XSHG,宝钛股份,2015-02-27,L,CNY,0.001644,0.001644,0
788,600458.XSHG,600458,XSHG,时代新材,2015-02-27,L,CNY,-0.004085,-0.004085,0
789,600459.XSHG,600459,XSHG,贵研铂业,2015-02-27,L,CNY,-0.001952,-0.001952,0
790,600460.XSHG,600460,XSHG,士兰微,2015-02-27,L,CNY,0.007407,0.007407,0
791,600461.XSHG,600461,XSHG,洪城水业,2015-02-27,S,CNY,,,0
792,600462.XSHG,600462,XSHG,*ST九有,2015-02-27,L,CNY,-0.006776,-0.006776,0
793,600463.XSHG,600463,XSHG,空港股份,2015-02-27,L,CNY,-0.000915,-0.000915,0
794,600466.XSHG,600466,XSHG,蓝光发展,2015-02-27,L,CNY,-0.001073,-0.001073,0
795,600467.XSHG,600467,XSHG,好当家,2015-02-27,L,CNY,-0.004458,-0.004458,0
796,600468.XSHG,600468,XSHG,百利电气,2015-02-27,L,CNY,-0.000712,-0.000712,0
797,600469.XSHG,600469,XSHG,风神股份,2015-02-27,L,CNY,-0.001961,-0.001961,0
798,600470.XSHG,600470,XSHG,六国化工,2015-02-27,L,CNY,0.007623,0.007623,0
799,600475.XSHG,600475,XSHG,华光股份,2015-02-27,S,CNY,,,0
800,600476.XSHG,600476,XSHG,湘邮科技,2015-02-27,L,CNY,-0.001267,-0.001267,0
801,600477.XSHG,600477,XSHG,杭萧钢构,2015-02-27,L,CNY,-0.00319,-0.00319,0
802,600478.XSHG,600478,XSHG,科力远,2015-02-27,L,CNY,-0.003497,-0.003497,0
803,600479.XSHG,600479,XSHG,千金药业,2015-02-27,L,CNY,-0.016907,-0.016907,0
804,600480.XSHG,600480,XSHG,凌云股份,2015-02-27,L,CNY,0.024258,0.024258,0
805,600481.XSHG,600481,XSHG,双良节能,2015-02-27,S,CNY,,,0
806,600482.XSHG,600482,XSHG,中国动力,2015-02-27,L,CNY,0.010169,0.010169,0
807,600483.XSHG,600483,XSHG,福能股份,2015-02-27,L,CNY,0.002964,0.002964,0
808,600485.XSHG,600485,XSHG,*ST信威,2015-02-27,L,CNY,0.010181,0.010181,0
809,600486.XSHG,600486,XSHG,扬农化工,2015-02-27,L,CNY,0.021225,0.021225,0
810,600487.XSHG,600487,XSHG,亨通光电,2015-02-27,L,CNY,0.056157,0.056157,0
811,600488.XSHG,600488,XSHG,天药股份,2015-02-27,L,CNY,0.004934,0.004934,0
812,600489.XSHG,600489,XSHG,中金黄金,2015-02-27,L,CNY,0.006092,0.006092,0
813,600490.XSHG,600490,XSHG,鹏欣资源,2015-02-27,L,CNY,-0.017468,-0.017468,0
814,600491.XSHG,600491,XSHG,龙元建设,2015-02-27,L,CNY,-0.006994,-0.006994,0
815,600493.XSHG,600493,XSHG,凤竹纺织,2015-02-27,L,CNY,-0.00666,-0.00666,0
816,600495.XSHG,600495,XSHG,晋西车轴,2015-02-27,L,CNY,-0.01623,-0.01623,0
817,600496.XSHG,600496,XSHG,精工钢构,2015-02-27,L,CNY,0.000812,0.000812,0
818,600497.XSHG,600497,XSHG,驰宏锌锗,2015-02-27,L,CNY,-0.006114,-0.006114,0
819,600498.XSHG,600498,XSHG,烽火通信,2015-02-27,L,CNY,0.063305,0.063305,0
820,600499.XSHG,600499,XSHG,科达洁能,2015-02-27,L,CNY,0.00353,0.00353,0
821,600500.XSHG,600500,XSHG,中化国际,2015-02-27,L,CNY,-0.002907,-0.002907,0
822,600501.XSHG,600501,XSHG,航天晨光,2015-02-27,L,CNY,0.028043,0.028043,0
823,600502.XSHG,600502,XSHG,安徽水利,2015-02-27,L,CNY,0.016067,0.016067,0
824,600503.XSHG,600503,XSHG,华丽家族,2015-02-27,S,CNY,,,0
825,600505.XSHG,600505,XSHG,西昌电力,2015-02-27,L,CNY,-0.002009,-0.002009,0
826,600506.XSHG,600506,XSHG,香梨股份,2015-02-27,L,CNY,0.0,0.0,0
827,600507.XSHG,600507,XSHG,方大特钢,2015-02-27,L,CNY,0.007677,0.007677,0
828,600508.XSHG,600508,XSHG,上海能源,2015-02-27,L,CNY,-0.001829,-0.001829,0
829,600509.XSHG,600509,XSHG,天富能源,2015-02-27,L,CNY,0.001886,0.001886,0
830,600510.XSHG,600510,XSHG,黑牡丹,2015-02-27,L,CNY,0.039179,0.039179,0
831,600511.XSHG,600511,XSHG,国药股份,2015-02-27,L,CNY,-0.001819,-0.001819,0
832,600512.XSHG,600512,XSHG,腾达建设,2015-02-27,L,CNY,-0.004843,-0.004843,0
833,600513.XSHG,600513,XSHG,联环药业,2015-02-27,L,CNY,0.024509,0.024509,0
834,600515.XSHG,600515,XSHG,海航基础,2015-02-27,L,CNY,0.005636,0.005636,0
835,600516.XSHG,600516,XSHG,方大炭素,2015-02-27,L,CNY,0.004578,0.004578,0
836,600517.XSHG,600517,XSHG,置信电气,2015-02-27,L,CNY,0.001749,0.001749,0
837,600518.XSHG,600518,XSHG,ST康美,2015-02-27,L,CNY,0.052068,0.052068,0
838,600519.XSHG,600519,XSHG,贵州茅台,2015-02-27,L,CNY,0.023628,0.023628,0
839,600520.XSHG,600520,XSHG,文一科技,2015-02-27,L,CNY,0.020763,0.020763,0
840,600521.XSHG,600521,XSHG,华海药业,2015-02-27,L,CNY,-0.004858,-0.004858,0
841,600522.XSHG,600522,XSHG,中天科技,2015-02-27,L,CNY,0.009615,0.009615,0
842,600523.XSHG,600523,XSHG,贵航股份,2015-02-27,L,CNY,0.001117,0.001117,0
843,600525.XSHG,600525,XSHG,长园集团,2015-02-27,L,CNY,-0.002374,-0.002374,0
844,600526.XSHG,600526,XSHG,*ST菲达,2015-02-27,L,CNY,0.027062,0.027062,0
845,600527.XSHG,600527,XSHG,江南高纤,2015-02-27,L,CNY,0.018329,0.018329,0
846,600528.XSHG,600528,XSHG,中铁工业,2015-02-27,L,CNY,0.09995,0.09995,0
847,600529.XSHG,600529,XSHG,山东药玻,2015-02-27,L,CNY,-0.00292,-0.00292,0
848,600530.XSHG,600530,XSHG,交大昂立,2015-02-27,L,CNY,-0.008818,-0.008818,0
849,600531.XSHG,600531,XSHG,豫光金铅,2015-02-27,L,CNY,0.0029,0.0029,0
850,600532.XSHG,600532,XSHG,宏达矿业,2015-02-27,L,CNY,0.018292,0.018292,0
851,600533.XSHG,600533,XSHG,栖霞建设,2015-02-27,L,CNY,0.017467,0.017467,0
852,600535.XSHG,600535,XSHG,天士力,2015-02-27,L,CNY,-0.011453,-0.011453,0
853,600536.XSHG,600536,XSHG,中国软件,2015-02-27,L,CNY,0.004566,0.004566,0
