dailyReturnNoReinv,exchangeCD,ListSector,totalShares,nonrestFloatShares,nonrestfloatA,TShEquity,AccountsPayablesTDays,AccountsPayablesTRate,AdminiExpenseRate,ARTDays,ARTRate,ASSI,BLEV,BondsPayableToAsset,CashRateOfSales,CashToCurrentLiability,CMRA,CTOP,CTP5,CurrentAssetsRatio
0.0,0,0,618477100.0,607507200.0,607507200.0,3558217444.4,274.5158,1.3114,0.0774,169.1888,2.1278,22.5246,1.0582,0.0,0.1648,0.083,0.5378,0.0232,0.0143,0.5876
1.0,0,1,480686000.0,480686000.0,480686000.0,2161796352.99,64.9902,5.5393,0.1485,43.1267,8.3475,21.7729,1.0448,0.0,0.0559,0.2698,0.855,0.0084,0.0064,0.5935
0.0,0,0,1353181667.0,1153600172.0,1153600172.0,2066098712.06,37.0134,9.7262,0.3782,-67.7902,-5.3105,21.5591,1.0144,0.0,0.153,1.433,0.934,0.0,0.0051,0.4271
0.0,0,2,134000000.0,98401100.0,98401100.0,395709859.32,26.9756,13.3454,0.0377,37.0142,9.726,20.8444,1.6209,0.0,-0.0776,0.2677,0.9769,0.0,0.0,0.7227
1.0,1,1,564369600.0,564369600.0,564369600.0,1267061868.46,155.246,2.3189,0.12,171.6002,2.0979,21.4337,1.0219,0.0,0.0427,0.121,0.7602,0.0,0.0003,0.5378
0.0,0,0,780857100.0,671601700.0,671601700.0,5157323985.29,23.0892,15.5917,0.0255,17.8445,20.1743,23.385,1.7535,0.0,0.0407,0.1374,0.5653,0.0,0.0018,0.2949
0.0,0,2,164276000.0,117597000.0,117597000.0,486657562.63,302.0895,1.1917,0.2874,692.0415,0.5202,20.7155,1.0668,0.0,0.3599,0.4995,0.8964,0.0,0.0013,0.4878
0.0,0,0,446486100.0,446486100.0,446486100.0,1382222138.1,139.5133,2.5804,0.1428,44.9248,8.0134,21.1685,1.0623,0.0,0.094,0.9952,0.8745,0.005,0.0028,0.7542
0.0,0,2,1657530800.0,1503165700.0,1503165700.0,2818983733.84,27.2649,13.2038,0.1468,57.9617,6.211,22.0042,1.0348,0.0,0.147,0.3567,0.5286,0.0044,0.0052,0.4622
0.0,0,1,675535500.0,660601100.0,660601100.0,3149379585.17,4.6129,78.0423,0.0052,11.7705,30.5849,23.1804,1.7039,0.0,-0.019,0.2317,0.5723,0.0145,0.0058,0.8592
0.0,1,1,16174735400.0,16174735400.0,11747235400.0,247697956178.0,152.6912,2.3577,0.0628,-12.1199,-29.7032,27.4721,2.3973,0.0274,0.0822,0.3338,0.596,0.0208,0.0125,0.5203
0.0,0,0,1028135100.0,1020289400.0,1020289400.0,6861839780.5,212.8289,1.6915,0.14,251.713,1.4302,23.0623,1.0635,0.0,0.0577,0.35,0.3851,0.003,0.0038,0.7827
0.0,0,1,1971049300.0,1929001600.0,1929001600.0,5668887292.94,41.4775,8.6794,0.0874,-24.4552,-14.7208,22.4598,1.0369,0.0,0.1023,0.6168,0.555,0.0,0.0024,0.33799999999999997
1.0,1,1,841000000.0,841000000.0,841000000.0,1759872162.56,18.4337,19.5294,0.0442,145.3841,2.4762,21.5271,1.0162,0.0,-0.0023,0.0953,0.7041,0.017,0.0115,0.7601
0.0,1,1,1213650300.0,1213497100.0,1213497100.0,7075650276.85,85.6939,4.2010000000000005,0.067,51.9301,6.9324,23.0208,1.0271,0.0,0.03,0.179,0.3274,0.0178,0.0048,0.777
0.0,0,2,448942000.0,425747800.0,425747800.0,870607153.41,166.0746,2.1677,0.0969,208.7804,1.7243,21.8755,1.0557,0.0,-0.0012,0.1071,0.5212,0.0037,0.0022,0.4539
1.0,0,2,820216600.0,736059500.0,736059500.0,2684226374.42,202.9656,1.7737,0.1094,200.3227,1.7971,22.0863,1.0282,0.0,-0.0602,-0.3607,0.6864,0.016,0.009000000000000001,0.7359
0.0,0,2,266639200.0,203198400.0,203198400.0,1560739680.17,26.1364,13.7739,0.1038,105.3186,3.4182,21.276999999999997,1.0067,0.0,0.0814,0.6085,0.7362,0.0246,0.0112,0.4225
0.0,0,0,1537279600.0,1529295800.0,1529295800.0,7138906531.95,146.3236,2.4603,0.0249,223.8945,1.6079,23.5168,1.1173,0.036000000000000004,0.0721,0.1247,0.273,0.0083,0.0047,0.7953
1.0,1,1,220000000.0,220000000.0,220000000.0,277568748.0,357.9596,1.0057,0.0487,507.829,0.7089,22.2027,9.5685,0.0,-0.2749,0.0698,0.6256,0.0,0.0,0.9299
0.0,0,0,833180519.0,825886959.0,825886959.0,1879292201.49,66.5508,5.4094,0.0569,74.8923,4.8069,21.8925,1.0918,0.0,0.0596,0.0547,0.8153,0.0059,0.0021,0.40700000000000003
0.0,1,1,2701460700.0,2159157200.0,2159157200.0,6403381891.88,81.1707,4.4351,0.0416,43.9099,8.1986,23.4058,1.1374,0.0,0.1123,0.1621,0.4793,0.0209,0.0138,0.4556
0.0,1,1,535990000.0,535990000.0,535990000.0,2691433275.53,89.184,4.0366,0.1824,99.6761,3.6117,22.0263,1.0295,0.0,0.5128,1.8107,0.7374,0.0095,0.0058,0.7572
1.0,0,0,581202500.0,375951600.0,375951600.0,3457985906.87,32.3389,11.1321,0.0316,59.981,6.0019,22.3821,1.0065,0.0,-0.0503,0.6683,0.6817,0.0059,0.0016,0.5731
0.0,0,2,126000000.0,124918900.0,124918900.0,260247330.33,66.14,5.443,0.1956,19.258,18.6935,19.6581,1.0053,0.0,-0.0101,-0.3964,1.0959999999999999,0.0,0.0002,0.5712
0.0,0,0,2092530500.0,1849023600.0,1849023600.0,8429790876.72,136.5343,2.6367,0.21600000000000003,125.5931,2.8664,23.2973,1.1267,0.0,0.0358,0.5792,0.9159999999999999,0.0021,0.0033,0.5115
1.0,0,0,534291100.0,531049700.0,531049700.0,3014206001.57,90.212,3.9906,0.0248,25.9677,13.8634,22.8141,1.2989,0.0428,0.0224,0.2266,0.6274,0.0083,0.0,0.6504
0.0,1,1,800000000.0,800000000.0,800000000.0,3115813876.99,108.7548,3.3102,0.098,-31.5289,-11.4181,22.5126,1.0315,0.0,0.0926,0.1195,0.6841,0.0079,0.0199,0.3345
0.0,1,1,849160000.0,849160000.0,849160000.0,5153863308.92,37.9971,9.4744,0.1334,128.8706,2.7935,22.6706,1.0308,0.0,0.2383,1.0375,0.5537,0.0139,0.0103,0.6897
1.0,0,0,1230904600.0,813848700.0,813848700.0,7024807699.67,25.5169,14.1083,0.087,61.7898,5.8262,22.93,1.0588,0.0,0.2993,1.5985,0.46399999999999997,0.0057,0.0042,0.4133
0.0,0,1,819854700.0,522170300.0,522170300.0,831634699.28,361.2644,0.9965,0.1731,145.3958,2.476,21.7833,1.0892,0.0,-0.41100000000000003,0.0575,0.9926,0.0,0.0,0.9061
0.0,1,1,1898148700.0,1898148700.0,1898148700.0,2311519692.85,16.9307,21.2632,0.281,3.9961,90.0885,21.5964,1.0009,0.0,0.3155,4.0791,0.5681,0.0065,0.0018,0.1095
0.0,1,1,226948000.0,226757700.0,226757700.0,714388984.16,97.5451,3.6906,0.1935,-6.4995,-55.3887,21.2612,1.2863,0.0,0.1202,0.1621,0.4278,0.0021,0.0012,0.0907
0.0,0,0,958688400.0,822203800.0,822203800.0,2939106923.84,47.9265,7.5115,0.1554,87.4444,4.1169,22.2383,1.1537,0.0,0.0837,0.0983,1.0491,0.0019,0.0077,0.3437
1.0,0,0,555090000.0,537255600.0,537255600.0,1828592679.4,121.8893,2.9535,0.0431,166.22799999999998,2.1657,21.7367,1.1421,0.0,-0.0342,0.1923,0.9335,0.0028,0.0011,0.6917
0.0,0,0,282880000.0,281293400.0,281293400.0,1173455973.28,60.24,5.9761,0.0926,100.9082,3.5676,21.0017,1.0113,0.0,0.0855,0.9629,1.3869,0.0,0.0007,0.6452
0.0,0,0,337576700.0,282470700.0,282470700.0,2624267913.36,89.5255,4.0212,0.1938,-43.208,-8.3318,22.0903,1.0407,0.0,-0.0471,-0.0077,1.133,0.0,0.0008,0.7092
0.0,0,2,257064000.0,254345100.0,254345100.0,797319300.41,11.2204,32.0844,0.1085,61.4597,5.8575,20.5963,1.0154,0.0,0.0938,1.8036,1.033,0.0189,0.0089,0.6584
0.0,0,0,376656400.0,323711900.0,323711900.0,1464286398.53,194.1329,1.8544,0.192,338.5049,1.0635,21.4339,1.1029,0.0,0.0721,1.1742,1.0604,0.0,0.0032,0.7409
1.0,0,0,458004300.0,359336200.0,359336200.0,3770514758.83,224.1315,1.6062,0.3228,24.3316,14.7956,22.8653,1.5085,0.0,-0.0931,0.28600000000000003,0.7971,0.0006,0.001,0.5363
0.0,1,1,478181000.0,478181000.0,478181000.0,5241326926.24,92.4879,3.8924,0.1097,87.7877,4.1008,22.6898,1.1379,0.0697,0.1971,0.2139,0.4808,0.0269,0.0118,0.33899999999999997
0.0,1,1,431053900.0,430236300.0,430236300.0,2487231723.13,15.9602,22.5561,0.0703,75.815,4.7484,21.7504,1.0488,0.0,0.1353,3.0039999999999996,0.2748,0.0134,0.0061,0.7635
1.0,0,0,1340000000.0,1009076300.0,1009076300.0,6153845036.02,172.1088,2.0917,0.0874,156.8491,2.2952,22.936,1.1311,0.08199999999999999,-0.0118,-0.0728,0.7587,0.0174,0.0095,0.4147
1.0,0,2,550961700.0,417421400.0,417421400.0,1354255638.58,193.486,1.8606,0.0818,161.5074,2.229,21.5651,1.1773,0.0,0.0553,0.0585,0.5222,0.0042,0.0025,0.5266
0.0,0,2,557615000.0,545161700.0,545161700.0,1379928659.16,167.4964,2.1493,0.2706,368.2111,0.9777,22.2796,1.01,0.0,-0.2083,0.2542,1.0436,0.0,0.0011,0.6028
1.0,1,1,372991700.0,372991700.0,372991700.0,1716000470.98,40.8159,8.8201,0.0747,122.6325,2.9356,21.5576,1.0124,0.0,0.0324,0.5947,0.6763,0.006999999999999999,0.0024,0.7332
0.0,0,2,448000000.0,445773600.0,445773600.0,1198628031.26,275.9255,1.3047,0.2133,308.7743,1.1659,21.3023,1.0043,0.0,0.0793,0.2369,0.7765,0.0085,0.0036,0.9057
1.0,1,1,2738940200.0,2674005100.0,2674005100.0,17836995440.7,71.4456,5.0388,0.0144,23.6473,15.2237,24.0985,1.3404,0.0818,0.0248,0.9128,0.3716,0.0119,0.0038,0.4214
1.0,0,2,200400000.0,167805600.0,167805600.0,969132225.98,3.4845,103.3148,0.0485,22.739,15.8318,20.6766,1.0009,0.0,0.0654,1.4182,0.5582,0.0068,0.004,0.7423
1.0,0,0,905779400.0,854169300.0,854169300.0,1978143107.52,90.7281,3.9679,0.1621,28.8526,12.4772,21.8104,1.2287,0.0,-0.2911,-0.0376,1.0458,0.0096,0.0057,0.4421
0.0,1,1,589476700.0,589476700.0,589476700.0,8100314643.53,302.8009,1.1889,0.0962,-48.1947,-7.4697,23.8062,1.1048,0.0,-0.0182,0.1259,0.3304,0.0059,0.0035,0.8402
0.0,1,1,1432456500.0,1432357900.0,1432357900.0,7020663919.99,244.5154,1.4723,0.1518,-312.1477,-1.1533,23.8467,1.6402,0.18,0.3857,0.4802,0.629,0.0138,0.0058,0.2206
0.0,1,1,958970000.0,958970000.0,958970000.0,443188.26,136.1676,2.6438,0.036000000000000004,182.1217,1.9767,22.5769,1.9235,0.0,0.1689,-0.0066,0.7787,0.0,0.0,0.7262
1.0,1,1,436800000.0,436800000.0,436800000.0,1917445736.26,40.6091,8.865,0.128,34.8035,10.3438,21.8479,1.0236,0.0,0.0295,0.604,0.8517,0.0034,0.0014,0.6692
0.0,0,2,934966900.0,646125400.0,646125400.0,2580942176.13,-108.8402,-3.3076,0.1066,54.181000000000004,6.6444,22.0188,1.1265,0.0,0.1014,0.3973,0.4061,0.0036,0.0022,0.6552
0.0,0,2,426169700.0,263760600.0,263760600.0,3932540093.49,105.8824,3.4,0.159,265.0177,1.3584,21.7133,1.0044,0.0,-0.0163,0.8517,0.7416,0.0013,0.0017,0.5556
0.0,1,1,1340122300.0,1340122300.0,1340122300.0,4664320948.2,98.7221,3.6466,0.0413,-624.5663,-0.5764,23.6621,1.999,0.0,0.1884,0.0572,0.6433,0.0043,0.0023,0.871
0.0,1,1,1810445200.0,1510445200.0,1510445200.0,5008832930.53,162.7486,2.2119999999999997,0.0536,49.8153,7.2267,23.1361,1.337,0.0879,-0.0819,0.07,0.5202,0.0,0.0031,0.7129
0.0,1,1,10235695300.0,9180948900.0,6082328600.0,80927789801.0,68.4528,5.2591,0.0587,13.3607,26.9447,25.498,1.1766,0.0652,0.1412,2.2471,0.4245,0.0316,0.0156,0.5031
1.0,0,1,1970800800.0,1767232400.0,1767232400.0,5618420867.29,218.8317,1.6451,0.0401,185.3282,1.9425,23.218000000000004,1.0648,0.0,-0.1301,0.1706,0.4816,0.0181,0.0074,0.6186
1.0,1,1,226965500.0,226965500.0,226965500.0,1044899615.93,53.3112,6.7528,0.5562,26.5936,13.5371,21.3186,1.3305,0.0,0.1164,1.1697,0.772,0.0,0.0,0.3194
0.0,1,1,2256724200.0,2245984200.0,2245984200.0,53276359196.0,120.7446,2.9815,0.0508,-293.9255,-1.2248,25.9952,2.6299,0.0955,-0.1887,0.1915,1.4987,0.0273,0.0217,0.7832
0.0,0,0,1002476900.0,866855600.0,866855600.0,5819268800.06,30.1439,11.9427,0.094,110.7215,3.2514,22.6322,1.0427,0.0,0.0721,1.5732,0.2318,0.0074,0.0063,0.6259
0.0,0,1,1037325400.0,929597900.0,929597900.0,2504384222.28,41.8303,8.6062,0.008,5.9476,60.5288,23.3286,1.2195,0.0,0.0655,0.1284,0.5507,0.003,0.0005,0.7014
0.0,0,1,532833000.0,532785900.0,532785900.0,1417346285.09,83.8535,4.2932,0.0628,46.9373,7.6698,22.3729,1.7129,0.0,0.1035,0.1182,0.6447,0.0,0.0031,0.3217
0.0,0,1,653054200.0,653041500.0,653041500.0,3250315806.68,127.1186,2.832,0.0778,78.1929,4.604,22.408,1.127,0.0,0.0212,0.3837,0.6318,0.0167,0.0045,0.5119
1.0,1,1,1759427600.0,1759427600.0,1759427600.0,7938516779.32,329.0977,1.0939,0.1808,374.6098,0.961,23.7609,1.6892,0.0928,0.0383,0.6305,0.5612,0.0046,0.0018,0.7422
1.0,0,0,564669700.0,411336500.0,411336500.0,1661693607.46,95.5642,3.7671,0.1567,109.5557,3.286,21.351,1.014,0.0,-0.0635,1.0905,1.1728,0.0,0.0035,0.7047
1.0,0,0,240000000.0,240000000.0,240000000.0,1172682859.22,30.9883,11.6173,0.0668,95.4148,3.773,21.0373,1.0281,0.0,0.0436,1.2852,0.8538,0.0225,0.006999999999999999,0.4193
1.0,0,1,1080551700.0,1079832100.0,1079832100.0,4955427346.62,29.5249,12.1931,0.0569,45.5916,7.8962,22.9879,1.5961,0.0,0.1949,0.2047,0.4743,0.0513,0.0143,0.1819
0.0,0,0,443856100.0,270332000.0,270332000.0,1754891944.78,-2.0313,-177.2307,0.0423,152.3487,2.363,21.537,1.1108,0.0,0.049,0.376,0.6544,0.0045,0.0043,0.5136
0.0,0,1,886012800.0,885374600.0,885374600.0,5478073763.2,27.8416,12.9303,0.0449,68.5401,5.2524,23.1623,2.1272,0.2034,0.0044,0.2658,0.6095,0.0049,0.0052,0.2091
0.0,1,1,4078424900.0,4078424900.0,4078424900.0,21863734867.3,57.3075,6.2819,0.0666,164.9031,2.1831,24.0126,1.2062,0.0,0.3401,2.1632,0.83,0.0137,0.0113,0.4545
0.0,0,0,583280200.0,549362000.0,549362000.0,4231736754.8,96.73,3.7217,0.14800000000000002,61.5385,5.85,22.4772,1.0118,0.0,0.0202,0.4211,0.3778,0.0076,0.0047,0.7715
1.0,1,1,472806600.0,460974600.0,460974600.0,3676494071.59,11.6585,30.8788,0.0449,0.013000000000000001,27765.316000000003,22.2277,1.1883,0.0,0.3153,0.8093,0.2937,0.0422,0.0201,0.2591
1.0,0,2,411118400.0,368772300.0,368772300.0,1041430854.29,173.0021,2.0809,0.2129,429.1845,0.8388,21.2848,1.1129,0.0,-0.0497,0.0987,1.0186,0.0,0.0012,0.5131
0.0,1,1,3748387800.0,513537700.0,513537700.0,37134766500.1,1.7175,209.607,0.0966,10.982000000000001,32.781,25.476999999999997,1.3594,0.025,0.2635,0.1531,0.5563,0.0,0.0,0.4202
0.0,0,2,578369300.0,138049200.0,138049200.0,3523127725.64,9.7899,36.7727,0.031,93.0545,3.8687,20.6815,1.0284,0.0,-0.0313,0.4451,0.8094,0.0243,0.0115,0.6173
1.0,1,1,559392200.0,140495500.0,140495500.0,5429517741.66,172.4634,2.0874,0.0863,71.0339,5.0680000000000005,23.0521,1.038,0.0,-0.0203,0.1022,0.6427,0.0213,0.0056,0.5829
0.0,0,2,211332400.0,211111900.0,211111900.0,701189512.83,98.2104,3.6656,0.1119,47.3,7.611000000000001,21.5945,1.1906,0.0,0.3116,-0.0299,1.0693,0.0,0.0008,0.4119
0.0,0,0,372841500.0,236609000.0,236609000.0,995929680.64,6.2755,57.3657,0.0791,2.838,126.8521,20.7474,1.0158,0.0,0.2853,4.5685,0.494,0.0305,0.024,0.7692
1.0,0,0,462873500.0,395571400.0,395571400.0,1871398755.85,54.9736,6.5486,0.0884,0.7394,486.8875,21.6046,1.0119,0.0,0.1073,0.7448,0.7837,0.0046,0.0017,0.5423
1.0,0,1,1595678800.0,1594397700.0,1594397700.0,4302002196.69,34.2932,10.4977,0.0892,198.3362,1.8151,22.3148,1.0112,0.0,-0.0964,1.0453,0.3282,0.0,0.0,0.4202
0.0,1,1,766439000.0,532800000.0,532800000.0,4100464562.25,249.5148,1.4428,0.0639,105.9042,3.3993,22.7983,1.0244,0.0,-0.0366,0.3794,0.8171,0.0068,0.0049,0.618
0.0,0,1,528000000.0,510848000.0,510848000.0,2510215266.73,0.2075,1734.6962,0.033,1.3788,261.0997,21.6619,1.0096,0.0,0.0291,11.9177,0.4016,0.0019,0.0031,0.5747
0.0,0,2,245912400.0,164609300.0,164609300.0,1479171293.56,87.0701,4.1346,0.0662,185.8256,1.9373,21.5844,1.171,0.0,-0.2173,1.3796,0.7879999999999999,0.0092,0.0027,0.5337
0.0,0,1,2050769500.0,2050769500.0,2050769500.0,11832514706.4,4.0387,89.1372,0.0279,59.7203,6.0281,23.3174,1.0004,0.0,0.3052,0.2138,0.2099,0.0142,0.0088,0.3088
0.0,0,1,1862520700.0,512717600.0,512717600.0,11257047167.3,72.1949,4.9865,0.0138,-300.6514,-1.1974,25.0177,2.3982,0.0,0.2563,0.0014,0.8172,0.0129,0.0065,0.9061
0.0,0,0,1537176200.0,1025017300.0,1025017300.0,4666050604.2,224.7191,1.6019999999999999,0.1273,83.7385,4.2991,23.1599,1.3873,0.0218,-0.1463,0.2716,0.3335,0.0079,0.0039,0.6235
0.0,0,0,514796700.0,457940200.0,457940200.0,2006075946.24,6.7062,53.6819,0.08900000000000001,11.5849,31.075,21.5522,1.0886,0.0,0.2043,2.9999,0.9563,0.005,0.0038,0.6782
0.0,0,1,1005502700.0,1005255200.0,1005255200.0,5862452460.26,141.4316,2.5454,0.0864,182.1955,1.9759,22.9052,1.026,0.0,0.0146,1.0289,0.3863,0.0021,0.0019,0.7662
0.0,0,1,528139700.0,446317000.0,446317000.0,1486617751.34,68.5336,5.2529,0.0278,69.1656,5.2049,21.6971,1.1816,0.0,-0.0594,0.1997,0.5878,0.0071,0.0021,0.5988
1.0,1,1,665600000.0,665600000.0,665600000.0,710430072.47,64.0125,5.6239,0.0557,1.2875,279.6159,20.6942,1.0093,0.0,0.2135,-0.3649,0.6045,0.0,0.0,0.6273
0.0,0,2,442100200.0,353128700.0,353128700.0,1311499901.71,22.1259,16.2705,0.0718,184.8619,1.9474,21.3054,1.055,0.0,-0.1009,1.3375,0.7427,0.0204,0.0078,0.7318
0.0,0,0,400000000.0,209576500.0,209576500.0,4293992147.76,34.6761,10.3818,0.1402,43.4972,8.2764,22.7538,1.2191,0.0521,0.0589,0.128,0.8623,0.0134,0.0105,0.348
1.0,1,1,188020500.0,186810000.0,186810000.0,599587795.22,32.7237,11.0012,0.1603,131.502,2.7376,20.2995,1.0277,0.0,1.5748,-2.3779,0.7093,0.0,0.0,0.9018
0.0,0,2,476034600.0,467166400.0,467166400.0,2447611400.93,4.0553,88.7734,0.1054,106.2793,3.3873,21.6797,1.0328,0.0,0.2296,0.929,0.5079,0.0235,0.0095,0.6766
1.0,0,1,869354200.0,794174200.0,794174200.0,4226446174.62,33.7189,10.6765,0.0625,148.662,2.4216,22.5053,1.0177,0.0,0.0172,0.3613,0.3388,0.0213,0.0171,0.6043
0.0,0,1,519875400.0,366495000.0,366495000.0,988613916.45,-3.8098,-94.4925,0.0241,3.3951,106.0358,20.9543,1.0511,0.0,0.067,1.1424,0.511,0.0355,0.0118,0.5974
0.0,1,1,768000000.0,768000000.0,768000000.0,872255495.75,38.0124,9.4706,0.0964,12.3676,29.1083,20.7213,1.0083,0.0,0.036000000000000004,0.155,0.6664,0.0,0.0,0.6511
0.0,1,1,5299302600.0,5299302600.0,3999702600.0,122652041125.0,26.7066,13.4798,0.0435,38.0144,9.4701,25.5468,1.0913,0.0281,0.2265,0.8509,0.8941,0.0361,0.0306,0.392
0.0,0,1,3875371500.0,3875371500.0,3475371500.0,19938023137.6,88.2418,4.0797,0.0224,13.9767,25.7571,24.761999999999997,1.1326,0.0,-0.0659,0.2521,0.5696,0.012,0.0041,0.5156
0.0,0,0,774144100.0,634957100.0,634957100.0,3561339853.29,-9.1951,-39.1511,0.0318,-193.2575,-1.8628,22.8319,1.4914,0.012,-0.0236,0.1888,0.7903,0.0182,0.0128,0.9156
0.0,0,0,408266000.0,406000000.0,406000000.0,2130738487.01,4.4625,80.6721,0.0781,189.9636,1.8951,21.6119,1.032,0.0,0.2732,-0.2243,0.6345,0.0143,0.0094,0.6932
1.0,1,1,440931700.0,294942200.0,294942200.0,1356335707.9,149.8314,2.4027,0.1181,100.3792,3.5864,21.6411,1.046,0.0,-0.0021,0.2258,0.7775,0.0,0.0011,0.6261
0.0,0,0,2676408700.0,2576161900.0,2576161900.0,14167412884.0,225.2534,1.5982,0.0351,306.4612,1.1747,23.9727,1.0337,0.0,0.0477,0.1882,0.501,0.0142,0.0101,0.8446
1.0,0,0,741883100.0,482943000.0,482943000.0,2169407657.08,50.9633,7.0639,0.1007,88.5696,4.0646,22.2392,1.5685,0.0,0.0038,0.27399999999999997,0.5773,0.0,0.0079,0.3146
0.0,1,1,370050500.0,370050500.0,370050500.0,3761540980.32,32.343,11.1307,0.0565,20.3731,17.6704,23.2715,3.1459,0.0,0.2259,2.3327,0.6648,0.0055,0.0059,0.3072
0.0,0,2,88800000.0,82742300.0,82742300.0,621454992.46,43.4221,8.2907,0.0971,50.9561,7.0649,20.407,1.0291,0.0,0.0388,1.4819,0.9453,0.0043,0.0028,0.5013
1.0,1,1,1925894700.0,1925894700.0,1925894700.0,4973253013.92,38.2206,9.419,0.0701,58.0823,6.1981,22.8863,1.2104,0.0575,-0.09699999999999999,0.0129,0.5045,0.0057,0.0019,0.2671
0.0,1,1,675604200.0,620324300.0,620324300.0,3005827586.41,227.4882,1.5825,0.0845,115.2111,3.1247,22.7483,1.3166,0.0,0.1274,0.3499,0.5592,0.0273,0.0042,0.4858
0.0,1,1,216971200.0,216971200.0,216971200.0,1079832617.34,113.6722,3.167,0.1214,148.1177,2.4305,21.1761,1.0739,0.0,0.154,0.4319,0.5385,0.0096,0.0059,0.5524
1.0,0,0,500711800.0,471171200.0,471171200.0,2231431282.99,107.946,3.335,0.1296,102.7339,3.5042,21.9149,1.0321,0.0,0.0382,-0.0433,0.3216,0.0279,0.0091,0.4918
1.0,0,0,556988500.0,473686700.0,473686700.0,1684755931.71,108.7646,3.3099,0.0944,62.4425,5.7653,21.6095,1.0447,0.0,0.0651,0.7721,0.6567,0.0255,0.0131,0.6679999999999999
0.0,0,0,1046016000.0,1045869300.0,1045869300.0,7191163509.55,32.1825,11.1862,0.124,113.9421,3.1595,22.693,1.0191,0.0,0.3102,1.0782,0.5492,0.0205,0.0197,0.5314
1.0,0,0,797412500.0,763811000.0,763811000.0,2564700469.47,44.0707,8.1687,0.1792,206.1383,1.7464,22.2901,1.1772,0.0,-0.1201,0.7387,0.7156,0.0015,0.0014,0.6777
0.0,0,1,531000000.0,531000000.0,531000000.0,3662503448.73,13.5434,26.5813,0.0129,16.5225,21.7885,22.8452,1.5999,0.1313,0.0211,0.0799,0.5533,0.0024,0.0041,0.3221
1.0,0,0,1531323700.0,1530758300.0,1530758300.0,4672553418.62,148.1725,2.4296,0.1097,98.6572,3.6489999999999996,22.5134,1.0254,0.0,0.0992,1.6601,0.8329,0.0251,0.0057,0.6469
0.0,0,2,577803900.0,378921400.0,378921400.0,2522384270.71,108.7252,3.3111,0.0866,167.668,2.1471,22.5421,1.0868,0.0,-0.0219,0.4887,1.105,0.0052,0.0026,0.6459999999999999
0.0,1,1,4339419300.0,4339419300.0,4339419300.0,7366793558.04,296.2963,1.215,0.1784,158.1028,2.2769999999999997,23.6846,1.4758,0.0065,0.0412,0.3517,0.5668,0.0023,0.0044,0.5616
0.0,0,0,6646942400.0,4795777400.0,4795777400.0,7926431268.75,63.1501,5.7007,0.0489,126.7338,2.8406,23.500999999999998,1.2609,0.1011,-0.0268,0.5983,0.8155,0.0053,0.0024,0.5619
0.0,0,0,841531000.0,817740900.0,817740900.0,3360567285.57,52.3865,6.872000000000001,0.0785,66.1838,5.4394,22.331,1.4245,0.1677,-0.0249,1.1484,0.6801,0.0253,0.0075,0.6214
0.0,0,2,452517400.0,451657900.0,451657900.0,3998784746.1,52.7465,6.8251,0.1591,176.0563,2.0448,22.57,1.1634,0.0,0.046,0.331,0.3289,0.0071,0.0025,0.6352
0.0,0,1,4802648500.0,4662867200.0,3760881100.0,44339047825.4,190.3654,1.8911,0.0676,89.4299,4.0255,25.3976,1.1440000000000001,0.0,-0.0372,0.3443,0.4102,0.05,0.0226,0.5788
0.0,0,0,1268000000.0,1264996300.0,1264996300.0,2459960372.02,115.9943,3.1036,0.0409,153.958,2.3383,22.9465,1.2358,0.0356,0.0384,0.0014,0.7231,0.0033,0.0035,0.7765
0.0,1,1,355222700.0,326653100.0,326653100.0,1206636083.31,55.8798,6.4424,0.1105,18.4202,19.5438,21.4564,1.1882,0.0,0.1208,0.544,0.6624,0.0,0.0,0.4795
1.0,0,2,255499600.0,163974000.0,163974000.0,727624368.11,123.0391,2.9259,0.0955,280.0685,1.2854,20.9197,1.122,0.0,-0.281,0.7675,0.9109999999999999,0.0019,0.0041,0.8882
0.0,1,1,6786023300.0,6786023300.0,6786023300.0,72319742750.4,88.01100000000001,4.0904,0.0309,41.9126,8.5893,26.0838,4.7103,0.0141,0.5623,0.2519,0.2604,0.0226,0.0243,0.0763
0.0,1,1,395000000.0,258625100.0,258625100.0,2323155500.84,146.5082,2.4572,0.128,204.5455,1.76,22.2771,1.2344,0.0,-0.0428,0.1134,0.527,0.0153,0.0058,0.7482
0.0,0,0,499752200.0,411701900.0,411701900.0,1690178089.53,72.2877,4.9801,0.1353,59.5829,6.042000000000001,21.455,1.0143,0.0,0.1509,3.2932,0.6631,0.0067,0.0015,0.5652
0.0,0,0,810606500.0,622984600.0,622984600.0,4568987840.95,118.0289,3.0501,0.1171,187.4317,1.9207,22.6111,1.0101,0.0,0.1225,-0.0091,0.6846,0.0,0.0022,0.4443
0.0,1,1,1133232000.0,1131432000.0,1131432000.0,2891257267.79,-7.4924,-48.0487,0.0383,161.8268,2.2246,22.2869,1.0116,0.0,0.0807,0.1152,0.6124,0.0292,0.0162,0.6499
1.0,1,1,914210200.0,914210200.0,914210200.0,2276300094.98,92.956,3.8728,0.0528,18.5159,19.4428,22.1105,1.4163,0.0,0.4224,0.1148,0.5259,0.0295,0.0062,0.6464
